language;length;size_min_word;size_max_word;size_average_word;number_0;number_1;variance;ecart_type;is_code
['0110110', '001000', '001', '0111010', '1000'];5;3;7;5.4;16;11;13.2;3.63318042491699;1
['1', '01', '1011101', '1001010', '010111'];5;1;7;4.6;9;14;33.2;5.761944116355173;1
['000'];1;3;3;3.0;3;0;0.0;0.0;1
['0', '001010', '0', '01011', '10101', '0010', '1001111'];7;1;7;4.14;15;14;32.86;5.732115042211109;1
['011', '000100', '1000110', '0010011', '11', '101111', '10', '010101'];8;2;7;4.88;19;20;32.88;5.733672470589857;1
['001011', '0111', '111', '01'];4;2;6;3.75;5;10;8.75;2.958039891549808;1
['01', '10011'];2;2;5;3.5;3;4;4.5;2.1213203435596424;1
['01101', '1001', '11110', '0', '1'];5;1;5;3.2;6;10;16.8;4.09878030638384;1
['001001'];1;6;6;6.0;4;2;0.0;0.0;1
['11001', '0111', '0010110', '00', '00101', '1101', '00110'];7;2;7;4.57;16;16;13.71;3.703280399090206;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['01110', '01', '1'];3;1;5;2.67;3;5;8.67;2.9439202887759492;1
['11111', '0110000', '0', '010111', '101011'];5;1;7;5.0;10;15;22.0;4.69041575982343;1
['1100001', '0', '0', '10'];4;1;7;2.75;7;4;24.75;4.9749371855331;1
['101100', '110110', '0110010'];3;6;7;6.33;9;10;0.67;0.816496580927726;1
['100', '10', '1', '0011'];4;1;4;2.5;5;5;5.0;2.23606797749979;1
['110', '1010', '1010', '0'];4;1;4;3.0;6;6;6.0;2.449489742783178;1
['00110', '01101', '0'];3;1;5;3.67;6;5;10.67;3.265986323710904;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['0111100', '00', '01', '0101110', '011000'];5;2;7;4.8;13;11;26.8;5.176871642217914;1
['0101', '010', '010110'];3;3;6;4.33;7;6;4.67;2.1602468994692865;1
['1011', '001'];2;3;4;3.5;3;4;0.5;0.7071067811865476;1
['1010', '1010000', '0111000', '001110'];4;4;7;6.0;14;10;6.0;2.449489742783178;1
['1', '011110'];2;1;6;3.5;2;5;12.5;3.5355339059327378;1
['010'];1;3;3;3.0;2;1;0.0;0.0;1
['100', '00', '0110', '11', '1100001', '1111101', '011010'];7;2;7;4.43;14;17;29.71;5.451081150953975;1
['111100', '1110010', '100', '10010', '1'];5;1;7;4.4;10;12;23.2;4.8166378315169185;1
['0', '1000', '1'];3;1;4;2.0;4;2;6.0;2.449489742783178;1
['10101', '11111'];2;5;5;5.0;2;8;0.0;0.0;1
['00011'];1;5;5;5.0;3;2;0.0;0.0;1
['1010', '1111001', '1001', '01000', '00', '1001', '1011110', '011'];8;2;7;4.5;17;19;22.0;4.69041575982343;1
['01010', '1010001'];2;5;7;6.0;7;5;2.0;1.4142135623730951;1
['100', '1010010', '0', '0011001', '0011000', '0001111', '10011'];7;1;7;5.29;21;16;35.43;5.9521904731427595;1
['110', '0001', '0010011', '000110', '0001001', '1010', '00', '11'];8;2;7;4.38;21;14;29.88;5.465802777268862;1
['1001101', '11001', '10', '010101', '1000', '0100', '111010', '11001'];8;2;7;4.88;19;20;16.88;4.107919181288746;1
['0100011', '101'];2;3;7;5.0;5;5;8.0;2.8284271247461903;1
['10', '110000', '1111', '11100', '10010', '0010100', '00000', '01100', '00010', '0111110'];10;2;7;5.1;29;22;18.9;4.347413023856832;1
['1000', '1011000', '00'];3;2;7;4.33;9;4;12.67;3.559026084010437;1
['111000', '10'];2;2;6;4.0;4;4;8.0;2.8284271247461903;1
['1010110', '011', '00000'];3;3;7;5.0;9;6;8.0;2.8284271247461903;1
['01111', '10101', '0000000', '0001', '0001001'];5;4;7;5.6;18;10;7.2;2.6832815729997477;1
['001', '010010', '010000', '1', '01100'];5;1;6;4.2;14;7;18.8;4.33589667773576;1
['0'];1;1;1;1.0;1;0;0.0;0.0;1
['01'];1;2;2;2.0;1;1;0.0;0.0;1
['111', '10010', '001101', '101001', '0011101', '01', '1010100', '1110001', '00'];9;2;7;5.0;22;23;36.0;6.0;1
['0101', '10', '1111', '0110'];4;2;4;3.5;5;9;3.0;1.7320508075688772;1
['1001', '001', '00001'];3;3;5;4.0;8;4;2.0;1.4142135623730951;1
['11011'];1;5;5;5.0;1;4;0.0;0.0;1
['1', '00'];2;1;2;1.5;2;1;0.5;0.7071067811865476;1
['000', '1'];2;1;3;2.0;3;1;2.0;1.4142135623730951;1
['001000', '101010', '1', '0001101', '10100', '00000', '11101'];7;1;7;5.0;21;14;22.0;4.69041575982343;1
['1100', '00001', '001101', '00'];4;2;6;4.25;11;6;8.75;2.958039891549808;1
['0011010', '10000', '1110', '01'];4;2;7;4.5;10;8;13.0;3.605551275463989;1
['1100111', '101', '1001'];3;3;7;4.67;5;9;8.67;2.943920288775949;1
['000001', '0', '1010', '1'];4;1;6;3.0;8;4;18.0;4.242640687119285;1
['01', '01', '1100'];3;2;4;2.67;4;4;2.67;1.632993161855452;1
['00010', '11111', '11000', '10110'];4;5;5;5.0;9;11;0.0;0.0;1
['11100', '0010'];2;4;5;4.5;5;4;0.5;0.7071067811865476;1
['000', '110000'];2;3;6;4.5;7;2;4.5;2.1213203435596424;1
['01111', '111', '001100', '10010', '10100', '0', '1000'];7;1;6;4.14;15;14;16.86;4.105745103771404;1
['0110', '0110010', '1100011', '101', '1010'];5;3;7;5.0;12;13;14.0;3.7416573867739413;1
['01000', '0100100', '1', '011'];4;1;7;4.0;10;6;20.0;4.47213595499958;1
['111100', '01100', '110110'];3;5;6;5.67;7;10;0.67;0.816496580927726;1
['0', '10', '10100'];3;1;5;2.67;5;3;8.67;2.9439202887759492;1
['11000', '01001', '111', '1101011', '00000'];5;3;7;5.0;13;12;8.0;2.8284271247461903;1
['100'];1;3;3;3.0;2;1;0.0;0.0;1
['0110', '010010'];2;4;6;5.0;6;4;2.0;1.4142135623730951;1
['110001', '1100'];2;4;6;5.0;5;5;2.0;1.4142135623730951;1
['1111', '10011'];2;4;5;4.5;2;7;0.5;0.7071067811865476;1
['00000', '110100'];2;5;6;5.5;8;3;0.5;0.7071067811865476;1
['1101', '0001'];2;4;4;4.0;4;4;0.0;0.0;1
['010110', '010', '0111111'];3;3;7;5.33;6;10;8.67;2.943920288775949;1
['0001'];1;4;4;4.0;3;1;0.0;0.0;1
['1000101'];1;7;7;7.0;4;3;0.0;0.0;1
['10100', '000100', '00100', '1011011'];4;5;7;5.75;14;9;2.75;1.6583123951777;1
['0001', '0111110', '01', '010111', '001'];5;2;7;4.4;10;12;17.2;4.147288270665544;1
['10', '001', '110010'];3;2;6;3.67;6;5;8.67;2.9439202887759492;1
['101', '00', '1001', '1'];4;1;4;2.5;5;5;5.0;2.23606797749979;1
['011100', '1111011', '110111', '100', '011011', '0', '0', '100', '10100'];9;1;7;4.22;16;22;41.56;6.446359868604572;1
['100001', '0'];2;1;6;3.5;5;2;12.5;3.5355339059327378;1
['0', '101001', '1010', '1'];4;1;6;3.0;6;6;18.0;4.242640687119285;1
['01010'];1;5;5;5.0;3;2;0.0;0.0;1
['001', '0111000'];2;3;7;5.0;6;4;8.0;2.8284271247461903;1
['1', '101', '0', '0', '0100010'];5;1;7;2.6;8;5;27.2;5.215361924162119;1
['01100'];1;5;5;5.0;3;2;0.0;0.0;1
['0001010', '1', '000101', '0100111', '110001'];5;1;7;5.4;15;12;25.2;5.019960159204453;1
['111', '110111', '000', '10', '1100011', '1010101'];6;2;7;4.67;11;17;25.33;5.033222956847166;1
['1000', '1'];2;1;4;2.5;3;2;4.5;2.1213203435596424;1
['000', '110011', '0011100'];3;3;7;5.33;9;7;8.67;2.943920288775949;1
['1', '0'];2;1;1;1.0;1;1;0.0;0.0;1
['010100', '1100111', '111000', '1000010', '1000101'];5;6;7;6.6;18;15;1.2;1.0954451150103324;1
['11', '1101001'];2;2;7;4.5;3;6;12.5;3.5355339059327378;1
['0101'];1;4;4;4.0;2;2;0.0;0.0;1
['01011', '01', '1011'];3;2;5;3.67;4;7;4.67;2.160246899469287;1
['000110'];1;6;6;6.0;4;2;0.0;0.0;1
['1111000', '1', '110', '000111', '110'];5;1;7;4.0;8;12;24.0;4.898979485566356;1
['100111', '0', '10', '11', '10001'];5;1;6;3.2;7;9;18.8;4.33589667773576;1
['00110', '1', '1110', '111101', '11000', '0011', '01011'];7;1;6;4.29;12;18;15.43;3.927922024247862;1
['100', '1000001', '00011', '011101'];4;3;7;5.25;12;9;8.75;2.958039891549808;1
['0', '00110'];2;1;5;3.0;4;2;8.0;2.8284271247461903;1
['1010', '010', '0000'];3;3;4;3.67;8;3;0.67;0.816496580927726;1
['1010011', '011111', '110', '10', '0'];5;1;7;3.8;7;12;26.8;5.176871642217914;1
['001'];1;3;3;3.0;2;1;0.0;0.0;1
['01'];1;2;2;2.0;1;1;0.0;0.0;1
['010100', '110', '0011001'];3;3;7;5.33;9;7;8.67;2.943920288775949;1
['0011111', '11110', '000', '1', '110'];5;1;7;3.8;7;12;20.8;4.560701700396552;1
['111000', '10', '0011010', '00', '00101', '11'];6;2;7;4.0;13;11;26.0;5.0990195135927845;1
['00'];1;2;2;2.0;2;0;0.0;0.0;1
['11', '10100'];2;2;5;3.5;3;4;4.5;2.1213203435596424;1
['011011', '0111101', '1001', '0110001', '10100', '1101010', '11000'];7;4;7;5.86;19;22;8.86;2.9760952365713798;1
['111110', '11', '0001100', '1111011', '0111', '000', '1010101', '1001100', '00111', '11'];10;2;7;5.0;20;30;40.0;6.324555320336759;1
['11000', '01101', '001101', '01', '1101001', '1010100', '1101', '1', '01'];9;1;7;4.33;18;21;40.0;6.324555320336759;1
['011', '100111', '0', '001', '01111', '101011', '0100101'];7;1;7;4.43;13;18;27.71;5.264435935053794;1
['11', '1110', '101', '011111'];4;2;6;3.75;3;12;8.75;2.958039891549808;1
['101', '1', '100110'];3;1;6;3.33;4;6;12.67;3.559026084010437;1
['0010111'];1;7;7;7.0;3;4;0.0;0.0;1
['100100', '00', '1001110', '0010111', '11', '010', '001100'];7;2;7;4.71;18;15;31.43;5.606119105813881;1
['0100100', '101', '101', '0011010', '10'];5;2;7;4.4;12;10;23.2;4.8166378315169185;1
['1101001', '1100000', '010010', '001100', '10', '11001', '10101', '1'];8;1;7;4.88;21;18;34.88;5.905505905508858;1
['00011', '011110', '0011101', '101', '111', '00101'];6;3;7;4.83;12;17;12.83;3.5823642100341133;1
['11001', '111', '00', '011'];4;2;5;3.25;5;8;4.75;2.179449471770337;1
['1111'];1;4;4;4.0;0;4;0.0;0.0;1
['00011', '1111110', '1', '000', '1001011', '1'];6;1;7;4.0;10;14;38.0;6.164414002968976;1
['00110', '1100010', '101101'];3;5;7;6.0;9;9;2.0;1.4142135623730951;1
['1', '1'];2;1;1;1.0;0;2;0.0;0.0;1
['111', '101', '0001110', '1100', '10001', '0010000', '10001', '11110'];8;3;7;4.88;20;19;16.88;4.107919181288746;1
['1001111'];1;7;7;7.0;2;5;0.0;0.0;1
['1100'];1;4;4;4.0;2;2;0.0;0.0;1
['001110', '0111101'];2;6;7;6.5;5;8;0.5;0.7071067811865476;1
['01010', '111110', '1000111'];3;5;7;6.0;7;11;2.0;1.4142135623730951;1
['0011', '00', '0111010', '100', '01011'];5;2;7;4.2;11;10;14.8;3.847076812334269;1
['0110010', '1', '010'];3;1;7;3.67;6;5;18.67;4.320493798938573;1
['10110', '11', '11'];3;2;5;3.0;2;7;6.0;2.449489742783178;1
['1010', '001', '01111'];3;3;5;4.0;5;7;2.0;1.4142135623730951;1
['0011010', '01', '01', '001110', '01', '10', '0000', '1000', '1011', '000110'];10;2;7;3.9;23;16;32.9;5.735852159879995;1
['0111010', '0000', '10110', '1', '0101110'];5;1;7;4.8;12;12;24.8;4.979959839195493;1
['0010', '011', '0110', '111001', '1100000'];5;3;7;4.8;13;11;10.8;3.286335345030997;1
['11110', '1010', '0', '101000'];4;1;6;4.0;8;8;14.0;3.7416573867739413;1
['111110', '01'];2;2;6;4.0;2;6;8.0;2.8284271247461903;1
['0', '0110111'];2;1;7;4.0;3;5;18.0;4.242640687119285;1
['11', '110111', '0010111', '10001', '0100', '00'];6;2;7;4.33;12;14;21.33;4.618802153517006;1
['10', '1101110', '10000', '1110100', '00100', '1010110', '11', '0'];8;1;7;4.5;18;18;44.0;6.6332495807108;1
['11', '00011', '00111', '100100'];4;2;6;4.5;9;9;9.0;3.0;1
['111110', '1100', '111', '100'];4;3;6;4.0;5;11;6.0;2.449489742783178;1
['0110001', '11', '1011'];3;2;7;4.33;5;8;12.67;3.559026084010437;1
['0101101', '00'];2;2;7;4.5;5;4;12.5;3.5355339059327378;1
['01'];1;2;2;2.0;1;1;0.0;0.0;1
['11001'];1;5;5;5.0;2;3;0.0;0.0;1
['110001', '0010', '000100', '1001100', '0101', '00111'];6;4;7;5.33;19;13;7.33;2.70801280154532;1
['1', '01100'];2;1;5;3.0;3;3;8.0;2.8284271247461903;1
['01010'];1;5;5;5.0;3;2;0.0;0.0;1
['101', '1'];2;1;3;2.0;1;3;2.0;1.4142135623730951;1
['0011110', '00111', '00010', '1001'];4;4;7;5.25;11;10;4.75;2.179449471770337;1
['00', '0011011'];2;2;7;4.5;5;4;12.5;3.5355339059327378;1
['10001'];1;5;5;5.0;3;2;0.0;0.0;1
['11', '1000', '0110', '1000', '0010'];5;2;4;3.6;11;7;3.2;1.7888543819998322;1
['010001', '000'];2;3;6;4.5;7;2;4.5;2.1213203435596424;1
['011101'];1;6;6;6.0;2;4;0.0;0.0;1
['0', '0'];2;1;1;1.0;2;0;0.0;0.0;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['01111', '1', '0110110', '000000'];4;1;7;4.75;10;9;20.75;4.55521678957215;1
['11010'];1;5;5;5.0;2;3;0.0;0.0;1
['0'];1;1;1;1.0;1;0;0.0;0.0;1
['01011', '1000100', '100010', '0001', '11', '10100', '11', '0001101'];8;2;7;4.75;21;17;27.5;5.244044240850758;1
['11'];1;2;2;2.0;0;2;0.0;0.0;1
['011110', '0000'];2;4;6;5.0;6;4;2.0;1.4142135623730951;1
['111011'];1;6;6;6.0;1;5;0.0;0.0;1
['01', '0011', '100101', '0111010', '010111', '1110000'];6;2;7;5.33;15;17;19.33;4.396968652757639;1
['110000', '101'];2;3;6;4.5;5;4;4.5;2.1213203435596424;1
['00', '00101'];2;2;5;3.5;5;2;4.5;2.1213203435596424;1
['000001', '1011110', '11101', '0100110', '0', '110'];6;1;7;4.83;14;15;28.83;5.369667897862337;1
['000011', '010', '1', '110011', '1011111'];5;1;7;4.6;9;14;25.2;5.019960159204453;1
['0111', '0011', '0001011', '0111', '11', '010'];6;2;7;4.0;10;14;14.0;3.7416573867739413;1
['1', '0000100', '1011101'];3;1;7;5.0;8;7;24.0;4.898979485566356;1
['111', '011', '0'];3;1;3;2.33;2;5;2.67;1.632993161855452;1
['000'];1;3;3;3.0;3;0;0.0;0.0;1
['01111', '0', '11'];3;1;5;2.67;2;6;8.67;2.9439202887759492;1
['0'];1;1;1;1.0;1;0;0.0;0.0;1
['1111100', '010', '110000', '1', '00', '101011', '10111'];7;1;7;4.29;13;17;31.43;5.606119105813881;1
['10'];1;2;2;2.0;1;1;0.0;0.0;1
['011', '1', '11100'];3;1;5;3.0;3;6;8.0;2.8284271247461903;1
['1011110', '00'];2;2;7;4.5;4;5;12.5;3.5355339059327378;1
['000010', '00', '010', '110011', '1', '0100001'];6;1;7;4.17;16;9;30.83;5.5527770829858945;1
['0'];1;1;1;1.0;1;0;0.0;0.0;1
['0111', '00', '01', '1000', '1', '1100011'];6;1;7;3.33;10;10;23.33;4.83045891539648;1
['10', '1101011', '101100'];3;2;7;5.0;6;9;14.0;3.7416573867739413;1
['1100101', '0011', '0011100', '100110'];4;4;7;6.0;12;12;6.0;2.449489742783178;1
['11000'];1;5;5;5.0;3;2;0.0;0.0;1
['0111', '10000', '01010', '1101', '110', '00', '11111'];7;2;5;4.0;12;16;8.0;2.8284271247461903;1
['01101', '00110'];2;5;5;5.0;5;5;0.0;0.0;1
['1', '0100011', '110000', '1101', '100'];5;1;7;4.2;11;10;22.8;4.774934554525329;1
['0001001', '01011', '0', '10010'];4;1;7;4.5;11;7;19.0;4.358898943540674;1
['010011', '001', '10', '10', '001110', '0101100'];6;2;7;4.33;14;12;25.33;5.033222956847167;1
['1', '10000'];2;1;5;3.0;4;2;8.0;2.8284271247461903;1
['000'];1;3;3;3.0;3;0;0.0;0.0;1
['10'];1;2;2;2.0;1;1;0.0;0.0;1
['0101'];1;4;4;4.0;2;2;0.0;0.0;1
['0', '1111001', '1111', '100011', '01011'];5;1;7;4.6;8;15;21.2;4.604345773288535;1
['110', '1', '1110010', '01'];4;1;7;3.25;5;8;20.75;4.55521678957215;1
['1001', '011'];2;3;4;3.5;3;4;0.5;0.7071067811865476;1
['100', '01111', '00100', '01111', '10'];5;2;5;4.0;9;11;8.0;2.8284271247461903;1
['1110011'];1;7;7;7.0;2;5;0.0;0.0;1
['01001'];1;5;5;5.0;3;2;0.0;0.0;1
['0110', '0100', '0'];3;1;4;3.0;6;3;6.0;2.449489742783178;1
['1', '1101111', '0010111', '00110', '000'];5;1;7;4.6;10;13;27.2;5.215361924162119;1
['00101', '01', '010'];3;2;5;3.33;6;4;4.67;2.160246899469287;1
['10011', '1100001', '11', '1111100', '01010'];5;2;7;5.2;11;15;16.8;4.09878030638384;1
['0001110', '1101', '1010010', '1111', '1001', '010001', '10', '0010010'];8;2;7;5.12;21;20;24.88;4.987484335815001;1
['01000', '001'];2;3;5;4.0;6;2;2.0;1.4142135623730951;1
['100', '11', '01'];3;2;3;2.33;3;4;0.67;0.816496580927726;1
['0011', '01001'];2;4;5;4.5;5;4;0.5;0.7071067811865476;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['1', '0110', '0000', '0011'];4;1;4;3.25;8;5;6.75;2.598076211353316;1
['1000100', '0', '0001100', '111', '1001000', '010', '010110', '00101', '011'];9;1;7;4.67;25;17;40.0;6.324555320336759;1
['0011110', '11101', '1', '000111', '0111', '0000'];6;1;7;4.5;12;15;21.5;4.636809247747852;1
['0100100', '01', '101110', '000111', '0110', '0011101', '0110', '111000'];8;2;7;5.25;21;21;21.5;4.636809247747852;1
['000010', '1', '0000', '10011', '0111110'];5;1;7;4.6;13;10;21.2;4.604345773288535;1
['100101', '010010'];2;6;6;6.0;7;5;0.0;0.0;1
['011100'];1;6;6;6.0;3;3;0.0;0.0;1
['011', '010', '1010111'];3;3;7;4.33;5;8;10.67;3.265986323710904;1
['00', '0000101'];2;2;7;4.5;7;2;12.5;3.5355339059327378;1
['1101', '00000', '0101'];3;4;5;4.33;8;5;0.67;0.816496580927726;1
['10100', '0001101', '011'];3;3;7;5.0;8;7;8.0;2.8284271247461903;1
['01001', '100111', '0011', '1', '0'];5;1;6;3.4;8;9;21.2;4.604345773288535;1
['111001'];1;6;6;6.0;2;4;0.0;0.0;1
['10110', '10', '1000', '001', '11'];5;2;5;3.2;8;8;6.8;2.6076809620810595;1
['0110000', '01'];2;2;7;4.5;6;3;12.5;3.5355339059327378;1
['100110', '0100110', '1011'];3;4;7;5.67;8;9;4.67;2.1602468994692865;1
['1', '001', '000', '01111', '1', '0011011'];6;1;7;3.33;9;11;27.33;5.228129047119374;1
['0110001', '10000', '10001', '1001', '101110'];5;4;7;5.4;15;12;5.2;2.2803508501982757;1
['001001', '0', '110'];3;1;6;3.33;6;4;12.67;3.559026084010437;1
['11', '1101011', '0011'];3;2;7;4.33;4;9;12.67;3.559026084010437;1
['110', '100', '010010', '000001', '1100'];5;3;6;4.4;14;8;9.2;3.03315017762062;1
['0', '101101', '100'];3;1;6;3.33;5;5;12.67;3.559026084010437;1
['10', '101101', '110'];3;2;6;3.67;4;7;8.67;2.9439202887759492;1
['11', '01'];2;2;2;2.0;1;3;0.0;0.0;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['0', '11', '0101001', '01111'];4;1;7;3.75;6;9;22.75;4.769696007084728;1
['0111111', '0110010', '1000011', '1', '00010', '100000'];6;1;7;5.5;18;15;27.5;5.244044240850758;1
['00110'];1;5;5;5.0;3;2;0.0;0.0;1
['011'];1;3;3;3.0;1;2;0.0;0.0;1
['10'];1;2;2;2.0;1;1;0.0;0.0;1
['101', '00000', '101010'];3;3;6;4.67;9;5;4.67;2.1602468994692865;1
['110', '000', '00101', '010000', '1011110', '01010'];6;3;7;4.83;17;12;12.83;3.582364210034113;1
['1111', '100', '1111110'];3;3;7;4.67;3;11;8.67;2.943920288775949;1
['1011', '11', '0101110', '111100'];4;2;7;4.75;6;13;14.75;3.840572873934304;1
['110', '11100'];2;3;5;4.0;3;5;2.0;1.4142135623730951;1
['010000', '1001', '1001110', '0000011', '00000'];5;4;7;5.8;20;9;6.8;2.6076809620810595;1
['1111'];1;4;4;4.0;0;4;0.0;0.0;1
['111', '10101', '1101', '101011', '100110', '1110', '1000010', '1111010'];8;3;7;5.25;16;26;15.5;3.9370039370059056;1
['0111010', '101', '0000000', '1000111'];4;3;7;6.0;14;10;12.0;3.4641016151377544;1
['01'];1;2;2;2.0;1;1;0.0;0.0;1
['0110111', '010111', '1001', '11', '00111', '01'];6;2;7;4.33;9;17;21.33;4.618802153517006;1
['00', '0110', '01000', '10', '110'];5;2;5;3.2;10;6;6.8;2.6076809620810595;1
['0000', '1', '0101', '101'];4;1;4;3.0;7;5;6.0;2.449489742783178;1
['011', '01011', '000', '001010', '11', '000101', '100'];7;2;6;4.0;16;12;16.0;4.0;1
['111', '110', '0001010'];3;3;7;4.33;6;7;10.67;3.265986323710904;1
['1010100', '0101111'];2;7;7;7.0;6;8;0.0;0.0;1
['1101101', '110010', '001011'];3;6;7;6.33;8;11;0.67;0.816496580927726;1
['0111', '1011'];2;4;4;4.0;2;6;0.0;0.0;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['01010', '011010', '111100', '0000', '001110', '00100', '000101', '1011000'];8;4;7;5.62;27;18;5.88;2.4238399287081647;1
['111001', '1110001', '10', '0', '111', '10110'];6;1;7;4.0;9;15;28.0;5.291502622129181;1
['001'];1;3;3;3.0;2;1;0.0;0.0;1
['1001011', '11'];2;2;7;4.5;3;6;12.5;3.5355339059327378;1
['1100', '10100', '000', '110011', '101', '110'];6;3;6;4.0;12;12;8.0;2.8284271247461903;1
['100101'];1;6;6;6.0;3;3;0.0;0.0;1
['010', '1010101'];2;3;7;5.0;5;5;8.0;2.8284271247461903;1
['10100'];1;5;5;5.0;3;2;0.0;0.0;1
['101', '01101', '111111', '1000101', '110'];5;3;7;4.8;8;16;12.8;3.5777087639996634;1
['0011', '11'];2;2;4;3.0;2;4;2.0;1.4142135623730951;1
['100', '0010', '110', '100', '000', '1001001', '01'];7;2;7;3.57;16;9;15.71;3.9641248358604595;1
['1', '0001001', '01000', '01', '000001'];5;1;7;4.2;15;6;26.8;5.176871642217914;1
['001110'];1;6;6;6.0;3;3;0.0;0.0;1
['00111', '0010', '10101'];3;4;5;4.67;7;7;0.67;0.816496580927726;1
['110111', '001', '0', '11100', '1001011', '110', '00010'];7;1;7;4.29;14;16;25.43;5.0426750270636544;1
['0100', '0001100', '111001'];3;4;7;5.67;10;7;4.67;2.1602468994692865;1
['0100', '100', '1101000'];3;3;7;4.67;9;5;8.67;2.943920288775949;1
['0', '1001', '01011'];3;1;5;3.33;5;5;8.67;2.9439202887759492;1
['10', '0110001', '01010'];3;2;7;4.67;8;6;12.67;3.559026084010437;1
['0110010', '01001'];2;5;7;6.0;7;5;2.0;1.4142135623730951;1
['001', '1101101', '111101', '00'];4;2;7;4.5;7;11;17.0;4.123105625617661;1
['0001101', '001', '0', '00010', '0000001', '10', '0011111', '11100'];8;1;7;4.62;22;15;39.88;6.314665470157545;1
['1', '001'];2;1;3;2.0;2;2;2.0;1.4142135623730951;1
['01', '10'];2;2;2;2.0;2;2;0.0;0.0;1
['100', '1110', '0100', '0111', '0011', '1010001'];6;3;7;4.33;13;13;9.33;3.055050463303893;1
['01', '0010', '00010'];3;2;5;3.67;8;3;4.67;2.1602468994692865;1
['11100', '010', '0101100'];3;3;7;5.0;8;7;8.0;2.8284271247461903;1
['0'];1;1;1;1.0;1;0;0.0;0.0;1
['000011', '0110101', '01', '11010', '111'];5;2;7;4.6;10;13;17.2;4.147288270665544;1
['11101', '0', '10111', '1001', '0011110', '0', '0101', '0011'];8;1;7;3.88;13;18;28.88;5.373546315051169;1
['1001', '0100011', '0', '11110'];4;1;7;4.25;8;9;18.75;4.330127018922194;1
['101110', '01110', '10010', '0000', '010', '0101000'];6;3;7;5.0;18;12;10.0;3.1622776601683795;1
['0'];1;1;1;1.0;1;0;0.0;0.0;1
['01', '10', '111011'];3;2;6;3.33;3;7;10.67;3.265986323710904;1
['011001', '101', '0010011', '01'];4;2;7;4.5;9;9;17.0;4.123105625617661;1
['01', '1111001', '11000', '001100', '01', '01', '1101'];7;2;7;4.0;13;15;26.0;5.0990195135927845;1
['10'];1;2;2;2.0;1;1;0.0;0.0;1
['0011100', '0000011', '1010', '1001011', '0011101', '0', '1'];7;1;7;4.86;18;16;48.86;6.989788470128611;1
['001000'];1;6;6;6.0;5;1;0.0;0.0;1
['0111', '0', '111101'];3;1;6;3.67;3;8;12.67;3.559026084010437;1
['10001'];1;5;5;5.0;3;2;0.0;0.0;1
['100', '01100'];2;3;5;4.0;5;3;2.0;1.4142135623730951;1
['011100', '001000', '1111110', '1001101'];4;6;7;6.5;12;14;1.0;1.0;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['0', '0', '0010', '1001', '100100', '11001'];6;1;6;3.5;13;8;21.5;4.636809247747852;1
['0011000', '0', '1011010', '1110111', '11110', '110'];6;1;7;5.0;12;18;32.0;5.656854249492381;1
['110101', '000', '1'];3;1;6;3.33;5;5;12.67;3.559026084010437;1
['111101', '0000101', '001100', '000000', '011', '100', '101'];7;3;7;4.86;20;14;18.86;4.342481186734475;1
['0111', '1', '1010010'];3;1;7;4.0;5;7;18.0;4.242640687119285;1
['1'];1;1;1;1.0;0;1;0.0;0.0;1
['010', '00101', '111011', '1'];4;1;6;3.75;6;9;14.75;3.840572873934304;1
['0'];1;1;1;1.0;1;0;0.0;0.0;1
['1001011'];1;7;7;7.0;3;4;0.0;0.0;1
['011011', '0000'];2;4;6;5.0;6;4;2.0;1.4142135623730951;1
['1010011'];1;7;7;7.0;3;4;0.0;0.0;1
['0011'];1;4;4;4.0;2;2;0.0;0.0;1
['0'];1;1;1;1.0;1;0;0.0;0.0;1
['11', '000101', '01', '0111101', '01001'];5;2;7;4.4;10;12;21.2;4.604345773288535;1
['1', '01000', '1011'];3;1;5;3.33;5;5;8.67;2.9439202887759492;1
['0111', '1001', '101'];3;3;4;3.67;4;7;0.67;0.816496580927726;1
['0', '0', '011', '001110', '0010110', '001', '1101011', '0111', '00101'];9;1;7;4.11;18;19;42.89;6.548960901462833;1
['0', '1010101', '1100111', '1110'];4;1;7;4.75;7;12;24.75;4.9749371855331;1
['11', '0000', '010010', '0011'];4;2;6;4.0;10;6;8.0;2.8284271247461903;1
['011'];1;3;3;3.0;1;2;0.0;0.0;1
['1110011', '00101', '000'];3;3;7;5.0;8;7;8.0;2.8284271247461903;1
['0010', '110', '0', '01'];4;1;4;2.5;6;4;5.0;2.23606797749979;1
['0110101'];1;7;7;7.0;3;4;0.0;0.0;1
['1000', '011011', '0', '10001'];4;1;6;4.0;9;7;14.0;3.7416573867739413;1
['000100', '11101', '1101', '10100', '0011010', '101011'];6;4;7;5.5;16;17;5.5;2.345207879911715;1
['0011', '0011011'];2;4;7;5.5;5;6;4.5;2.1213203435596424;1
['0101011', '0110'];2;4;7;5.5;5;6;4.5;2.1213203435596424;1
['0', '011100'];2;1;6;3.5;4;3;12.5;3.5355339059327378;1
